SleepTimeKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;optimal_bedtime;day;timestamp
user1_sleeptime_20250612_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250612_1;{"day_tz":-14400,"start_offset":30600,"end_offset":34200};2025-06-12;2025-06-12T04:00:00-04:00
user1_sleeptime_20250613_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250613_1;{"day_tz":-14400,"start_offset":28800,"end_offset":32400};2025-06-13;2025-06-13T04:00:00-04:00
user1_sleeptime_20250614_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250614_1;{"day_tz":-14400,"start_offset":29400,"end_offset":33000};2025-06-14;2025-06-14T04:00:00-04:00
user1_sleeptime_20250615_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250615_1;{"day_tz":-14400,"start_offset":28800,"end_offset":32400};2025-06-15;2025-06-15T04:00:00-04:00
user1_sleeptime_20250616_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250616_1;{"day_tz":-14400,"start_offset":28200,"end_offset":31800};2025-06-16;2025-06-16T04:00:00-04:00
user1_sleeptime_20250617_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250617_1;{"day_tz":-14400,"start_offset":30000,"end_offset":33600};2025-06-17;2025-06-17T04:00:00-04:00
user1_sleeptime_20250618_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250618_1;{"day_tz":-14400,"start_offset":27600,"end_offset":31200};2025-06-18;2025-06-18T04:00:00-04:00
user1_sleeptime_20250619_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250619_1;{"day_tz":-14400,"start_offset":30600,"end_offset":34200};2025-06-19;2025-06-19T04:00:00-04:00
user1_sleeptime_20250620_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250620_1;{"day_tz":-14400,"start_offset":28800,"end_offset":32400};2025-06-20;2025-06-20T04:00:00-04:00
user1_sleeptime_20250621_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250621_1;{"day_tz":-14400,"start_offset":29400,"end_offset":33000};2025-06-21;2025-06-21T04:00:00-04:00
user1_sleeptime_20250622_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250622_1;{"day_tz":-14400,"start_offset":28800,"end_offset":32400};2025-06-22;2025-06-22T04:00:00-04:00
user1_sleeptime_20250623_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250623_1;{"day_tz":-14400,"start_offset":28200,"end_offset":31800};2025-06-23;2025-06-23T04:00:00-04:00
user1_sleeptime_20250624_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250624_1;{"day_tz":-14400,"start_offset":30000,"end_offset":33600};2025-06-24;2025-06-24T04:00:00-04:00
user1_sleeptime_20250625_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250625_1;{"day_tz":-14400,"start_offset":27600,"end_offset":31200};2025-06-25;2025-06-25T04:00:00-04:00
user1_sleeptime_20250626_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250626_1;{"day_tz":-14400,"start_offset":30600,"end_offset":34200};2025-06-26;2025-06-26T04:00:00-04:00
user1_sleeptime_20250627_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250627_1;{"day_tz":-14400,"start_offset":28800,"end_offset":32400};2025-06-27;2025-06-27T04:00:00-04:00
user1_sleeptime_20250628_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250628_1;{"day_tz":-14400,"start_offset":29400,"end_offset":33000};2025-06-28;2025-06-28T04:00:00-04:00
user1_sleeptime_20250629_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250629_1;{"day_tz":-14400,"start_offset":28800,"end_offset":32400};2025-06-29;2025-06-29T04:00:00-04:00
user1_sleeptime_20250630_1;user-1;user_1;2025-07-01T10:00:00Z;u1_sleeptime_20250630_1;{"day_tz":-14400,"start_offset":28200,"end_offset":31800};2025-06-30;2025-06-30T04:00:00-04:00
