DailyActivityKey;ParticipantID;ParticipantIdentifier;InsertedDate;ID;score;active_calories;average_met_minutes;contributors;equivalent_walking_distance;high_activity_met_minutes;high_activity_time;inactivity_alerts;low_activity_met_minutes;low_activity_time;medium_activity_met_minutes;medium_activity_time;meters_to_target;non_wear_time;resting_time;sedentary_met_minutes;sedentary_time;steps;target_calories;target_meters;total_calories;day;timestamp
user1_dailyactivity_20250611_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250611_1;90;240;1.70;{"meet_daily_targets":85,"move_every_hour":95,"recovery_time":100,"stay_active":90,"training_frequency":98,"training_volume":99};5000;20;180;0;70;7200;100;2000;2000;0;9000;4;24000;7200;450;10000;2700;2025-06-11;2025-06-11T04:00:00-04:00
user1_dailyactivity_20250612_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250612_1;75;150;1.20;{"meet_daily_targets":45,"move_every_hour":55,"recovery_time":70,"stay_active":50,"training_frequency":80,"training_volume":78};2800;0;0;5;130;12500;20;400;5500;0;18000;15;35000;3800;360;8000;1700;2025-06-12;2025-06-12T04:00:00-04:00
user1_dailyactivity_20250613_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250613_1;88;225;1.62;{"meet_daily_targets":75,"move_every_hour":90,"recovery_time":98,"stay_active":85,"training_frequency":94,"training_volume":96};4600;15;150;1;85;8500;70;1400;3500;0;13500;7;28000;6500;430;9800;2500;2025-06-13;2025-06-13T04:00:00-04:00
user1_dailyactivity_20250614_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250614_1;80;175;1.38;{"meet_daily_targets":65,"move_every_hour":80,"recovery_time":90,"stay_active":65,"training_frequency":92,"training_volume":90};3700;0;0;3;110;10200;45;800;4200;0;15500;9;31000;5000;400;9200;2100;2025-06-14;2025-06-14T04:00:00-04:00
user1_dailyactivity_20250615_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250615_1;82;185;1.41;{"meet_daily_targets":60,"move_every_hour":78,"recovery_time":100,"stay_active":70,"training_frequency":96,"training_volume":97};3480;0;0;2;104;10380;50;960;4500;0;14760;6;28260;4522;400;9000;2073;2025-06-15;2025-06-15T04:00:00-04:00
user1_dailyactivity_20250616_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250616_1;85;210;1.55;{"meet_daily_targets":70,"move_every_hour":85,"recovery_time":95,"stay_active":80,"training_frequency":90,"training_volume":92};4200;10;120;1;90;9000;80;1500;3000;0;12000;8;30000;5800;420;9500;2350;2025-06-16;2025-06-16T04:00:00-04:00
user1_dailyactivity_20250617_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250617_1;78;165;1.32;{"meet_daily_targets":50,"move_every_hour":60,"recovery_time":85,"stay_active":55,"training_frequency":88,"training_volume":85};3100;0;0;4;120;11500;30;600;5000;0;16500;12;33000;4100;380;8500;1850;2025-06-17;2025-06-17T04:00:00-04:00
user1_dailyactivity_20250618_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250618_1;90;240;1.70;{"meet_daily_targets":85,"move_every_hour":95,"recovery_time":100,"stay_active":90,"training_frequency":98,"training_volume":99};5000;20;180;0;70;7200;100;2000;2000;0;9000;4;24000;7200;450;10000;2700;2025-06-18;2025-06-18T04:00:00-04:00
user1_dailyactivity_20250619_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250619_1;75;150;1.20;{"meet_daily_targets":45,"move_every_hour":55,"recovery_time":70,"stay_active":50,"training_frequency":80,"training_volume":78};2800;0;0;5;130;12500;20;400;5500;0;18000;15;35000;3800;360;8000;1700;2025-06-19;2025-06-19T04:00:00-04:00
user1_dailyactivity_20250620_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250620_1;88;225;1.62;{"meet_daily_targets":75,"move_every_hour":90,"recovery_time":98,"stay_active":85,"training_frequency":94,"training_volume":96};4600;15;150;1;85;8500;70;1400;3500;0;13500;7;28000;6500;430;9800;2500;2025-06-20;2025-06-20T04:00:00-04:00
user1_dailyactivity_20250621_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250621_1;80;175;1.38;{"meet_daily_targets":65,"move_every_hour":80,"recovery_time":90,"stay_active":65,"training_frequency":92,"training_volume":90};3700;0;0;3;110;10200;45;800;4200;0;15500;9;31000;5000;400;9200;2100;2025-06-21;2025-06-21T04:00:00-04:00
user1_dailyactivity_20250622_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250622_1;82;185;1.41;{"meet_daily_targets":60,"move_every_hour":78,"recovery_time":100,"stay_active":70,"training_frequency":96,"training_volume":97};3480;0;0;2;104;10380;50;960;4500;0;14760;6;28260;4522;400;9000;2073;2025-06-22;2025-06-22T04:00:00-04:00
user1_dailyactivity_20250623_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250623_1;85;210;1.55;{"meet_daily_targets":70,"move_every_hour":85,"recovery_time":95,"stay_active":80,"training_frequency":90,"training_volume":92};4200;10;120;1;90;9000;80;1500;3000;0;12000;8;30000;5800;420;9500;2350;2025-06-23;2025-06-23T04:00:00-04:00
user1_dailyactivity_20250624_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250624_1;78;165;1.32;{"meet_daily_targets":50,"move_every_hour":60,"recovery_time":85,"stay_active":55,"training_frequency":88,"training_volume":85};3100;0;0;4;120;11500;30;600;5000;0;16500;12;33000;4100;380;8500;1850;2025-06-24;2025-06-24T04:00:00-04:00
user1_dailyactivity_20250625_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250625_1;90;240;1.70;{"meet_daily_targets":85,"move_every_hour":95,"recovery_time":100,"stay_active":90,"training_frequency":98,"training_volume":99};5000;20;180;0;70;7200;100;2000;2000;0;9000;4;24000;7200;450;10000;2700;2025-06-25;2025-06-25T04:00:00-04:00
user1_dailyactivity_20250626_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250626_1;75;150;1.20;{"meet_daily_targets":45,"move_every_hour":55,"recovery_time":70,"stay_active":50,"training_frequency":80,"training_volume":78};2800;0;0;5;130;12500;20;400;5500;0;18000;15;35000;3800;360;8000;1700;2025-06-26;2025-06-26T04:00:00-04:00
user1_dailyactivity_20250627_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250627_1;88;225;1.62;{"meet_daily_targets":75,"move_every_hour":90,"recovery_time":98,"stay_active":85,"training_frequency":94,"training_volume":96};4600;15;150;1;85;8500;70;1400;3500;0;13500;7;28000;6500;430;9800;2500;2025-06-27;2025-06-27T04:00:00-04:00
user1_dailyactivity_20250628_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250628_1;80;175;1.38;{"meet_daily_targets":65,"move_every_hour":80,"recovery_time":90,"stay_active":65,"training_frequency":92,"training_volume":90};3700;0;0;3;110;10200;45;800;4200;0;15500;9;31000;5000;400;9200;2100;2025-06-28;2025-06-28T04:00:00-04:00
user1_dailyactivity_20250629_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250629_1;82;185;1.41;{"meet_daily_targets":60,"move_every_hour":78,"recovery_time":100,"stay_active":70,"training_frequency":96,"training_volume":97};3480;0;0;2;104;10380;50;960;4500;0;14760;6;28260;4522;400;9000;2073;2025-06-29;2025-06-29T04:00:00-04:00
user1_dailyactivity_20250630_1;user-1;user_1;2025-07-01T10:00:00Z;u1_dailyactivity_20250630_1;85;210;1.55;{"meet_daily_targets":70,"move_every_hour":85,"recovery_time":95,"stay_active":80,"training_frequency":90,"training_volume":92};4200;10;120;1;90;9000;80;1500;3000;0;12000;8;30000;5800;420;9500;2350;2025-06-30;2025-06-30T04:00:00-04:00
